SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE OF RETOUCH,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
I10-i,2.2,2,99.12,99.12,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal right,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Convex,Sub rectangular,Feather,Symmetrical,Yes,3,Side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal left,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11.96,10.42,12.77,12.32,1.15,3.5,0.96,0.17,None,
I10-j,2.2,2,99.12,99.12,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Side,Plain,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,18.08,13.45,4.23,5.15,4.88,0.76,None,
I10-k,2.2,2,99.12,99.12,Chert,Non-Obsidian,,Debordant,Prox,Fresh,No patina,50-75,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,2,Side,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,83.05,39.17,18.85,,,50.11,None,
J10-1192,3.1,3,99.06,99.06,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,50-75,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,1,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,21.02,9.46,3.56,,,0.67,None,
K12-a,4.1,4,98.57,98.51,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,25-50 ,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Step,,,1,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,19.82,15.01,2.82,,,0.68,None,
K12-b,4.1,4,98.57,98.51,Chert,Non-Obsidian,,Kombewa,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,,,,,Feather,,,2,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,25.32,12.68,3.88,,,0.79,None,
K12-c,4.1,4,98.57,98.51,Chert,Non-Obsidian,,Flake,Dist+prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Indeterminate,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,10.08,7.56,1.64,,,0.14,None,
K12-4535/4635-a,4.2,4,98.45,98.44,Chert,Non-Obsidian,,Chunk,,Fresh,No patina,50-75,Indertiminate,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05,9.66,7.31,,,2.08,None,
K12-4535/4635-b,4.2,4,98.45,98.44,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,100,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Straight,Oval,Feather,Symmetrical,,,,Cortical,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,11.19,7.49,11.09,10.16,1.13,7.12,2.13,0.21,None,
K12-4535/4635-c,4.2,4,98.45,98.44,Chert (green),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,3,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal,Ventral,Fine,No,,No,,,,,,,,,,,,,,5.75,4.95,6.48,5.01,1.29,3.28,0.91,0.04,Photo+3d,Obsidian?
K12-4535/4635-d,4.2,4,98.45,98.44,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Straight,Irregular,Feather,A symetric to the right,,5,Along axis side,Plain,Lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,11.96,17.25,26.8,13.73,3.84,2.94,1.38,0.89,None,
J10-a,3.5,3,98.83,98.8,Chert,Non-Obsidian,,Core,Complete,Fresh,No patina,0,,0,No,,6,6,19,0,Conical,Circular,Levallois centripetal,Recurrent,Levallois recurrent,,No,No,45 degrees,,Levallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15,38.69,17.33,,,,,,,,,,,,,28.62,Photo+3d,
J10-b,3.5,3,98.83,98.8,Chert,Non-Obsidian,,Flake,Complete,Fresh,Calcified,0,,,No,,,,,,,,,,,,,,,,Levallois,Straight,Straight,Trapezoidal,Sub rectangular,Hinge,A symetric to the right,,6,Along axis side,Faceted,Lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,27.21,21.98,28.93,23.11,6.79,16.5,5.02,4.88,None,
J10-4205,2.2,2,99.09,99.09,Chert,Non-Obsidian,,Flake,Prox + lat,Fresh,No patina,Jan-25,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Hinge,,,9,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,37.8,16.21,4.01,,,3.52,None,
J14-1702/1705,3.2,3,99.09,99.06,Chert,Non-Obsidian,,Flake,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,7,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,30.22,20.61,1.89,,,1.78,None,
M15-1925,3.1,3,99.46,99.46,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Irregular,Trapezoidal,Feather,Symmetrical,,7,Along axis opposed,Dihedral,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,22.51,31.79,35.61,22.49,8.69,17.94,7.89,5.75,None,
M15,1.3,1,99.84,99.79,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,5,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,28.78,21.48,5.1,,,2.63,None,
K14-1899,4.1,4,98.62,98.62,Chert,Non-Obsidian,,Chunk,,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.19,22.2,15.21,,,9.07,None,
K12-5196/5258-a,4.2,4,98.36,98.34,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,50-75,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Oblique,Irregular,Feather,Symmetrical,,3,Side,Plain,Lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,38.01,18.97,38.75,19.09,5.92,9.99,6.62,4.37,None,
K12-5196/5258-b,4.2,4,98.36,98.34,Chert,Non-Obsidian,,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,3,Opposed,Plain,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,22,7.8,21.93,7.78,3,5.45,2.87,0.55,None,
J10-4872,3.2,3,98.96,98.96,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Concave,Sub rectangular,Feather,Symmetrical,,6,Along axis opposed,Plain,Lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,20.84,13.8,22.63,15.46,3.71,14.49,3.05,1.25,None,
K12-5609,4.2,4,98.31,98.31,Chert (brown),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Triangular,Irregular,Feather,Symmetrical,,3,Along axis,Dihedral,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,16.92,20.18,18.66,20.56,4.17,8.75,3.39,1.68,None,
J10-4370/4371,3.1,3,99.11,99.07,Chert,Non-Obsidian,,Core on flake,Complete,Fresh,No patina,0,,0,No,Ventral,3,3,4,5,Flat,Sub rectangular,Indeterminate,,Amorphours,Flake,No,No,Same direction,Still exists,Indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.01,43.53,15.83,,,,,,,,,,,,,46.56,None,
J10-4203/4204,3.1,3,99.09,99.09,Chert,Non-Obsidian,,Debordant,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Levallois,Concave,Convex,Triangular,Pointed,Feather,A symetric to the left,,3,Convergent side,Plain,Lipped,No,,,,5. Pseudo-Levallois point,,,,,,No,,,,,,,,,,,,,,31.21,26.57,37.25,27.46,6.97,13.6,5.9,4.6,None,
J10-4420,3.1,3,99.06,99.06,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Trapezoidal,Sub rectangular,Feather,Symmetrical,,10,Along axis opposed,Crushed,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,29.37,28.15,35.36,28.08,8.32,,,6.97,None,
K13-4517/4616,4.1,4,98.49,98.48,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Straight,Irregular,Feather,A symetric to the right,,6,Convergent side,Cortical,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,27.95,27.81,35.48,31.52,7.6,14,7.2,4.95,None,
K9-5252,3.1,3,98.97,98.97,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Triangular,Trapezoidal,Feather,Symmetrical,,3,Along axis,Plain,Lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,25.2,32.07,32.22,27.79,5.98,11.35,7.19,4.64,None,
K14-1240,3.1,3,99.35,99.35,Chert,Non-Obsidian,,Core,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11,None,
L15,1.4,1,99.59,99.49,Chert,Non-Obsidian,,Core,Complete,Fresh,No patina,0,,0,No,,0,2,30,0,Indeterminate,Circular,Indeterminate,,Amorphours,,No,No,Indeterminate,,Indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81,43.63,35.65,,,,,,,,,,,,,86.49,None,
L13-a,3.2 int,3,98.85,98.7,Chert (brown),Non-Obsidian,,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,2,Along axis side,Punctiform,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,11.97,6.6,2.61,2.76,1.23,0.21,None,
L13-b,3.2 int,3,98.85,98.7,Chert,Non-Obsidian,,Chunk,,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,8.42,4.46,,,0.38,None,
L13-c,3.2 int,3,98.85,98.7,Chert,Non-Obsidian,,Core,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.43,None,
J10,3.1,3,99.09,99.03,Chert,Non-Obsidian,,Flake,Dist+prox,Fresh,No patina,Jan-25,Proximal right,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Indeterminate,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,37.71,19.13,9.33,,,9.61,None,
J13-2194,3.2 int,3,98.91,98.91,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal left,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Trapezoidal,Sub rectangular,Feather,Symmetrical,,6,Along axis opposed,Plain,Lipped,Yes,Flake,Post detachment,,9. Single straight scraper,Right edge,Dorsal,Regular,No,Straight,No,,,,,,,,,,,,,,44.77,27.48,45.01,27.78,9.13,17.2,6.07,10.2,None,
J10-a,3.1,3,99.07,99,Chert (brown),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Oblique,Straight,Oval,Feather,Symmetrical,,1,Along axis,Plain,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,7.09,12.89,12.42,7.09,2.62,5.17,1.58,0.23,None,
J10-b,3.1,3,99.07,99,Chert,Non-Obsidian,,Flake,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,3,Convergent side,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,22.04,16.23,1.97,,,0.77,None,
J10-c,3.1,3,99.07,99,Chert,Non-Obsidian,,Flake,Complete,Fresh,Calcified,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Trapezoidal,Sub rectangular,Hinge,Symmetrical,,4,Along axis side,Plain,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,31.63,15.04,30.65,18.64,4.71,9.98,3.04,3.64,None,
K14-1911,4.1,4,98.63,98.63,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Twisted,Oblique,Pointed,Feather,Symmetrical,,4,Side,Cortical,Lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,38.49,15,38.99,19.44,8.65,8.83,2.01,4.52,Photo+3d,Same as a m4 to remove the full edge
K10-707,2.2,2,99.1,99.1,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,25-50 ,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,1,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,41.5,25.29,7.61,,,5.04,None,
K10,2.2,2,99.01,99.01,Chert,Non-Obsidian,,Flake,Dist+prox,Fresh,No patina,25-50 ,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,27.63,18.85,4.63,,,2.18,None,
J10,3.2,3,99.03,98.96,Chert,Non-Obsidian,,Core,Fragment,Fresh,No patina,25-50 ,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,None,
J14-910/924-a,0.2,0,99.78,99.75,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,Jan-25,Distal each side,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,4,Along axis opposed,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,68.43,40.89,6.21,,,20.44,None,
J14-910/924-b,0.2,0,99.78,99.75,Chert (green),Non-Obsidian,,Flake,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Indeterminate,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,22.25,16.91,7.73,,,1.5,None,
J14-910/924-c,0.2,0,99.78,99.75,Chert (green),Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Dihedral,Lipped,Yes,Kombewa flake,,Module 0,,,,,No,,No,,,,,,,,,,,,,,6.05,8.13,9.56,5.94,1.99,6.48,2,0.08,None,
K11-6,2.2,2,99.14,99.14,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Straight,Triangular,Sub triangular,Feather,A symetric to the right,,3,Convergent,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,37.62,35.96,60.81,39.16,6.02,35.26,5.83,0.015,None,
K11-48,2.2,2,99.09,99.09,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,75-99,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Convex,Sub rectangular,Hinge,Symmetrical,,1,Side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,23.93,20.92,28.67,18.26,4.71,7.44,2.22,0.003,None,Refitting with k11-6
K12-26,1.4.1 int ,1,99.06,99.06,Chert,Non-Obsidian,,Flake,Dist+prox,Fresh,No patina,100,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,Cortical,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,62.69,32.38,9.92,,,0.019,None,
L12-3,1.3,1,99.17,99.17,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Triangular,Oval,Feather,Symmetrical,,4,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,31.78,23.48,31.78,23.48,5.5,13.01,3.02,0.005,None,Possible refitting with k11-46
K11-23,2.2,2,99.15,99.15,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Convex,Irregular,Irregular,Hinge,Symmetrical,,6,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,35.28,24.31,35.28,24.31,3.45,10.96,2.24,0.003,None,
K11-45,2.2,2,99.11,99.11,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Irregular,Sub rectangular,Feather,Symmetrical,,3,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,21.84,26.84,32.78,25.29,6.53,23.34,6.74,0.005,None,
K12-27,1.4.1 int ,1,99.05,99.05,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Irregular,Irregular,Hinge,A symetric to the right,,7,Bipolar,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,63.4,49.97,65.84,64.32,8.09,5.26,1.33,0.036,None,
K13-26,3.2 int,3,98.71,98.71,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Convex,Triangular,Irregular,Hinge,A symetric to the left,,4,Along axis,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,64.42,36.59,77.09,35.33,8.78,23.04,9.96,0.028,None,
J11-17,3.5,3,98.73,98.73,Quartzite,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Plano convex,Triangular,Feather,A symetric to the right,,2,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,42.25,32.72,57.12,38.2,7.48,26.1,11.1,0.017,None,
K11,3.5,3,98.75,98.65,Chert,Non-Obsidian,,Flake,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,Indeterminate,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,25.88,16.01,3.52,,,0.002,None,
J12,3,3,98.91,98.79,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Oblique,Triangular,Sub triangular,Feather,A symetric to the right,,4,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,23.76,25.52,32.52,26.15,11.33,23.1,11.49,0.008,None,Peble cortex
K11-41,2.2,2,99.11,99.11,Chert,Non-Obsidian,,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Straight,Ridged,Rectangular,Feather,Symmetrical,,7,Along axis opposed,Plain,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,31.98,11.22,32.01,11.22,3.1,8.62,2.38,0.001,None,
K11-28,2.2,2,99.13,99.13,Chert,Non-Obsidian,,Blade,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Triangular,Pointed,Feather,A symetric to the right,,5,Along axis,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,41.22,13.19,40.65,12.73,4.9,8.56,4.77,0.003,None,
K11-29,2.2,2,99.13,99.13,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Trapezoidal,Trapezoidal,Feather,Symmetrical,,2,Along axis,Plain,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,17.81,17.98,23.76,18.94,1.28,7.77,0.99,0.001,None,
K11-4,2.2,2,99.17,99.17,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Trapezoidal,Trapezoidal,Hinge,Symmetrical,,3,Along axis,Faceted,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,29,17.4,33.25,21,3.82,11.94,5.64,0.003,None,
K11-5,2.2,2,99.13,99.13,Chert,Non-Obsidian,,Kombewa,Dist,Fresh,No patina,Jan-25,Proximal to distal r,,No,,,,,,,,,,,,,,,,Core on flake,,,,,,,,1,Plain,Faceted,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,26,16.74,3.71,10.54,4.02,0.002,None,
K11-10,2.2,2,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Concave,Straight,Sub triangular,Feather,Symmetrical,,8,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,,,Proximal,Dorsal,Half quina,,No,,,,,,,,,,,,,,,23.19,25.34,30.42,22.9,3.78,30.09,2.35,0.002,None,1 stage resharpening flakes ? photo
K13-20,3.2 int,3,98.83,98.83,Quartzite,Non-Obsidian,,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,Straight,Irregular,Irregular,Oval,Hinge,Symmetrical,,0,Plain,Crushed,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,48.92,39.41,48.92,39.41,6.25,16.74,4.2,0.016,None,
K13-19-1,3.1 int,3,98.95,98.95,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Convex,Sub rectangular,Plunging,A symetric to the left,,5,Along axis,Punctiform,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,10.39,6.38,10.55,6.97,1.79,2.3,2.11,0,None,
K13-19-2,3.1 int,3,98.95,98.95,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Hinge,,,3,Centripetal,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,19.69,13.31,3.75,,,0.001,None,
K11-2,2.2,2,99.17,99.17,Chert,Non-Obsidian,,Debordant,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Convex,Triangular,Pointed,Feather,Symmetrical,,4,Along axis side,Plain,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,36.65,17.04,36.65,17.04,6.26,7.63,2.42,0.003,None,
K12-25,1.4.1 int ,1,99.05,99.05,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Irregular,Trapezoidal,Oval,Step,Symmetrical,,5,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,31.76,26,33.02,26,4.11,8.94,3.37,0.006,None,
K12-32,1.3,1,99.13,99.13,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,30.13,15.75,30.74,15.73,11.97,11.02,7.3,0.006,None,
K13-18,3.1 int,3,98.95,98.95,Chert,Non-Obsidian,,Blade,Dist,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis opposed,Dihedral,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,38.51,12.56,38.39,12.53,2.49,6,1.51,0.002,None,
K11-14,2.2,2,99.16,99.16,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Triangular,Triangular,Triangular,Feather,A symetric to the left,,3,Bipolar,Crushed,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,11.26,30.82,31.33,9.06,2.54,12.67,1.79,0.001,None,
K11-59-1,3.1,3,98.99,98.99,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Twisted,Triangular,Triangular,Feather,Symmetrical,,2,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,32.45,11.63,32.45,11.63,4.71,5.86,21.01,0.002,None,
K11-59-2,3.1,3,98.99,98.99,Chert,Non-Obsidian,,Flake,Complete,Fresh,Patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Straight,Trapezoidal,Irregular,Step,A symetric to the right,,3,Along axis,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,11.35,16.49,18.08,8.91,1.81,5.84,0.94,0.001,None,
J13,1.4.1 int,1,99.2,99.07,Chert,Non-Obsidian,,Flake,Dist,Fresh,Calcified,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,24.15,30.57,24.82,30.57,8.84,19.57,9,0.007,None,
K11-50,2.2,2,99.08,99.08,Basalt,Non-Obsidian,,Chunk,,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,None,
